eid,raw_eid,highway
148219,1296466616,primary
148220,1296466616,primary
148221,1296466616,primary
148225,1296929034,residential
148226,1296929034,residential
148227,1296929034,residential
148229,1296929035,residential
148231,1296929035,residential
148233,1296929328,living_street
148234,1296929328,living_street
148244,1296987325,primary
148250,1298038448,primary
148251,1298038448,primary
148260,1298043379,service
148261,1298043379,service
148262,1298043379,service
148263,1298043379,service
148264,1298043379,service
148265,1298043379,service
148266,1298043379,service
148267,1298043379,service
148272,1298077236,service
148273,1298077236,service
148276,1298091566,primary
148277,1298091566,primary
148278,1298091566,primary
148280,1298105773,tertiary
148284,1298172343,service
148285,1298172343,service
148287,1298614146,residential
148288,1298614146,residential
148289,1298614146,residential
148291,1298957436,residential
148292,1298957436,residential
148296,1299080072,service
148297,1299080072,service
148298,1299080072,service
148305,1299180798,service
148306,1299180798,service
148310,1299180976,service
148312,1299294382,primary
148313,1299294382,primary
148315,1299294383,primary
148319,1299325230,service
148325,1299325231,service
148327,1299325231,service
148333,1299367769,service
148334,1299367769,service
148335,1299367769,service
148339,1299373356,service
148348,1299373357,service
148349,1299373357,service
148350,1299373357,service
148351,1299373357,service
148355,1299373360,service
148352,1299373357,service
148353,1299373357,service
148357,1299989889,secondary
148359,1300005708,service
148364,1300596460,living_street
148368,1300616657,service
148369,1300616657,service
148370,1300616657,service
148374,1300616658,service
148375,1300616658,service
148376,1300616658,service
148380,1300616659,service
148381,1300616659,service
148382,1300616659,service
148386,1300616660,service
148387,1300616660,service
148388,1300616660,service
148392,1300616661,service
148393,1300616661,service
148394,1300616661,service
148398,1300616662,service
148399,1300616662,service
148400,1300616662,service
148404,1300616663,service
148405,1300616663,service
148406,1300616663,service
148410,1300616664,service
148411,1300616664,service
148412,1300616664,service
151875,1362960728,living_street
148416,1300616665,service
148417,1300616665,service
148418,1300616665,service
151872,1362960728,living_street
148422,1300616666,service
148423,1300616666,service
148424,1300616666,service
151873,1362960728,living_street
148428,1300616667,service
148429,1300616667,service
148430,1300616667,service
151867,1362960728,living_street
148434,1300616668,service
148435,1300616668,service
148436,1300616668,service
151868,1362960728,living_street
148440,1300616669,service
148441,1300616669,service
148442,1300616669,service
151866,1362960728,living_street
148446,1300619104,service
148447,1300619104,service
148448,1300619104,service
148452,1300621077,service
148453,1300621077,service
148454,1300621077,service
148461,1300624136,service
148462,1300624136,service
148463,1300624136,service
148464,1300624136,service
148465,1300624136,service
148466,1300624136,service
148468,1300714051,service
148470,1300714053,service
148473,1300783101,service
148474,1300783101,service
148477,1300783103,service
148478,1300783103,service
148480,1300860464,residential
148483,1300860464,residential
148486,1301311010,secondary
148487,1301311010,secondary
148491,1301447121,service
148493,1301558998,residential
148494,1301558998,residential
148502,1301559077,residential
148503,1301559077,residential
148504,1301559077,residential
148505,1301559077,residential
148506,1301559077,residential
148513,1301559088,residential
148514,1301559088,residential
148515,1301559088,residential
148516,1301559088,residential
148525,1301840256,service
148526,1301840256,service
148527,1301840256,service
148528,1301840256,service
148529,1301840256,service
148530,1301840256,service
148536,1301933733,secondary
148537,1301933733,secondary
148538,1301933733,secondary
148540,1302526489,residential
148541,1302526489,residential
148545,1302741614,residential
148546,1302741614,residential
148548,1302747172,residential
148549,1302747172,residential
148550,1302747172,residential
152169,1374154609,residential
148553,1302776256,trunk
148556,1302829645,living_street
148557,1302847057,residential
148558,1302847057,residential
148560,1302847058,residential
148563,1302848847,service
148564,1302848847,service
148566,1302848848,service
148568,1302848849,service
148570,1302848850,service
148572,1302848851,service
148574,1302848852,service
148576,1302848853,service
148582,1303225414,secondary
148583,1303225414,secondary
148589,1303225423,secondary
148590,1303225423,secondary
148591,1303225423,secondary
148594,1303469525,primary
148596,1303469527,primary
148599,1303478686,residential
148600,1303478686,residential
148605,1303478688,tertiary
148606,1303478688,tertiary
148614,1303714896,primary
148615,1303829265,secondary
148616,1303829265,secondary
148617,1303829265,secondary
148618,1303829265,secondary
148621,1304240663,residential
148625,1304240671,secondary
148627,1304240710,primary
148628,1304240710,primary
148630,1304240759,primary
148632,1304240769,residential
148634,1304529877,residential
148635,1304529877,residential
148639,1304749118,service
148641,1304876871,residential
148643,1304916716,service
148645,1304916717,service
148651,1304916718,service
148652,1304916718,service
148653,1304916718,service
148665,1305061589,service
148666,1305061589,service
148667,1305061589,service
148668,1305061589,service
148669,1305061589,service
148670,1305061589,service
148671,1305061589,service
148672,1305061589,service
148673,1305061589,service
148674,1305061589,service
148675,1305061589,service
148677,1305061590,service
148682,1305278533,service
148683,1305278533,service
148689,1305422447,service
148690,1305422447,service
148691,1305422447,service
148692,1305422447,service
148693,1305422447,service
148695,1305477340,primary
148699,1305482630,secondary
148708,1306228986,residential
148709,1306228986,residential
148710,1306228986,residential
148711,1306228986,residential
148712,1306228986,residential
148713,1306367785,primary
148715,1306367786,primary
148724,1307003739,service
148725,1307003739,service
148726,1307003739,service
148727,1307003739,service
148729,1307061385,residential
148730,1307061385,residential
148731,1307061385,residential
148733,1307555443,tertiary
148734,1307555443,tertiary
148736,1307555443,tertiary
148737,1307555444,tertiary
148738,1307555444,tertiary
148739,1307555444,tertiary
148741,1307713258,residential
148742,1307713259,residential
148750,1308955593,service
148751,1308955593,service
148752,1308955593,service
148753,1308955593,service
148754,1308955593,service
148755,1308955593,service
148756,1308955593,service
148761,1308955600,service
148762,1308955600,service
148778,1310655673,service
148779,1310655673,service
148780,1310655673,service
148781,1310655673,service
148782,1310655673,service
148783,1310655673,service
148784,1310655673,service
148803,1310655674,service
148785,1310655673,service
148786,1310655673,service
148787,1310655673,service
148788,1310655673,service
148789,1310655673,service
148790,1310655673,service
148791,1310655673,service
148792,1310655673,service
148800,1310655674,service
148801,1310655674,service
148802,1310655674,service
148804,1310655674,service
149421,1317986245,service
148811,1310896019,residential
148812,1310896019,residential
148822,1310896363,residential
148823,1310896363,residential
148824,1310896363,residential
148828,1310906987,residential
148832,1311038106,service
148834,1311038107,service
148838,1311626542,service
148839,1311626542,service
148840,1311626542,service
148842,1312115217,service
148845,1312115218,service
148846,1312115218,service
148855,1312257710,service
148856,1312257710,service
148857,1312257710,service
148858,1312257710,service
148859,1312257710,service
148860,1312257710,service
148865,1312284577,service
148866,1312284577,service
148867,1312284577,service
148868,1312284577,service
148870,1312461451,residential
148885,1312469351,service
148886,1312469351,service
148887,1312469351,service
148888,1312469351,service
148889,1312469351,service
148890,1312469351,service
148891,1312469351,service
148892,1312469351,service
148893,1312628051,primary
148894,1312628051,primary
148895,1312640758,service
148928,1312642386,service
148941,1312642391,service
148896,1312640759,service
148927,1312642386,service
148897,1312640760,service
148919,1312642383,service
148943,1312642392,service
148898,1312640761,service
148899,1312640761,service
148900,1312640762,service
148901,1312640763,service
148903,1312640763,service
148904,1312640764,service
148921,1312642383,service
148936,1312642388,service
148905,1312640764,service
148906,1312640765,service
148912,1312640765,service
148907,1312640765,service
148908,1312640765,service
148909,1312640765,service
148910,1312640765,service
148911,1312640765,service
148913,1312640771,service
148931,1312642386,service
148914,1312640771,service
148915,1312640771,service
148916,1312640771,service
148917,1312640771,service
148918,1312640771,service
148920,1312642383,service
148922,1312642383,service
148923,1312642383,service
148924,1312642385,service
148925,1312642385,service
148926,1312642385,service
148929,1312642386,service
148930,1312642386,service
148932,1312642388,service
148933,1312642388,service
148934,1312642388,service
148935,1312642388,service
148937,1312642388,service
148938,1312642388,service
148939,1312642388,service
148940,1312642389,service
148942,1312642391,service
148944,1312642392,service
148945,1312642392,service
148946,1312642392,service
